WL,1ED9,1FA2,1NLS,1M8U,193L,3EST,1ELP,1BA7,2GIF,1DOT,1A49,1HZX,2CGA,2NOP,1BLF,1QFE,1DGF,1RH5,3PMG,1CBJ,3PGK,7TIM,2DHQ,1ADO,3RN3,1PPN,1B8E,2WJN,1UBI,1LES,1NEK,1LIN,2BB2,1OVA,1XL4,1YMB,1T5S,3DNI,1FCP,2OAR,5CHA,1UNE,1IGT,1L7V,1HDA,1AIR,1FEP,3JQO,2A65,1CF3,2PSG,1A6M,1HRC,2J58,1AX8,1RHS,1J95,1BE3,1NKZ,1HNN,1AOS,1BN6,2VDF,1OFS,1HC9,1HA4,1KCW,1HK0,1K6J,1THW,2NR9,1GPB,1NQH,1PCR,4GCR,2CTS,1HA7,1N5U,1KPK,2CFQ,2DYR,1QHJ
180,0.150928538,0.433371547,-2.816587691,-1.754225676,1.096399067,-1.008089805,-1.488967714,-0.754387143,2.224744914,0.500511805,0.887280891,3.315541849,-0.16295068,3.465953499,0.678929992,1.005422818,0.541677356,3.065554482,0.644359401,-1.866130792,1.098067408,1.736544614,1.121057567,1.852900624,0.324367436,1.186984758,-0.795207787,2.346173362,-0.469694475,-2.672577862,2.073555368,3.048805916,-1.625061035,0.770406489,0.151909306,4.299416439,1.953885587,-0.33524753,-3.096560361,2.29794852,-0.376461667,2.423022599,-1.804750648,2.661976104,4.011952989,-2.415621707,-2.77937435,0.418980081,4.230097195,0.488753049,-1.365758903,4.686947113,1.69244329,0.263682377,3.791613997,-0.078015289,2.820447603,1.858616843,5.169705875,0.528134772,-1.424753901,0.996512611,-2.543346499,-2.744394225,-2.02725184,-0.853759813,-1.277675997,-2.05805735,-0.256595764,-1.161133068,3.876171557,1.953191415,-3.50620507,1.957373251,-1.795106916,3.253798087,4.787279566,4.812981055,3.953516714,3.400422415,2.785603794,4.839280911
181,0.613927076,0.933629814,-2.468821576,-1.327015716,1.429286511,-0.744413258,-1.048108528,-0.409456849,2.769532706,0.904962014,1.349096767,3.828756722,0.129466765,3.986483236,1.066115712,1.518139859,0.988267627,3.594111686,1.187656286,-1.556813607,1.628250436,2.294910881,1.632567488,2.365682353,0.584989232,1.460686265,-0.31346409,2.80110272,-0.116314319,-2.322805985,2.54654722,3.582890541,-1.17776016,1.371342217,0.506082661,4.937272636,2.525527554,0.043257433,-2.638274452,2.789467351,-0.047662726,2.784409899,-1.396220898,3.210867785,4.471787978,-1.977900647,-2.405832893,0.72566176,4.871345978,0.950542919,-1.086704214,5.287050733,1.984610497,0.826098084,4.374776108,0.385705342,3.274787587,2.328340142,5.836570512,0.966465192,-1.087046957,1.433195981,-2.023829627,-2.399361859,-1.814437802,-0.257550298,-0.998892949,-1.656466943,0.166953843,-0.830359241,4.478959972,2.485143535,-2.993377671,2.412964901,-1.336440582,3.795946624,5.432710201,5.484470806,4.613648965,3.964349497,3.293404555,5.537034219
182,1.104509605,1.466902029,-2.093051576,-0.843415743,1.833948721,-0.452654683,-0.557077607,-0.055506527,3.365437673,1.319991207,1.876747213,4.418870939,0.433670581,4.583594371,1.514880313,2.102001249,1.508631269,4.193827879,1.796984041,-1.222487966,2.136386096,2.950692219,2.218931702,2.925979724,0.849478005,1.75318167,0.219346932,3.354529248,0.261616319,-1.939241162,3.085457429,4.190896789,-0.666035175,2.00168479,0.910703777,5.659636783,3.156367982,0.468222459,-2.116404306,3.333733372,0.302953733,3.190389699,-0.945853172,3.891016242,5.032206669,-1.46927069,-1.973944395,1.083322479,5.598117737,1.559223875,-0.744166604,5.986863061,2.266002413,1.323521999,5.013830289,0.893382458,3.757707473,2.861767117,6.567170106,1.453778008,-0.609993691,1.907042606,-1.435655528,-2.025022617,-1.561923402,0.365049065,-0.699595796,-1.224212565,0.615506519,-0.477849584,5.158467795,3.090851482,-2.363509685,2.93887984,-0.786373952,4.499150032,6.173913691,6.234148001,5.354551788,4.594370745,3.893229098,6.299324025
183,1.576407645,2.044411651,-1.702554585,-0.319786268,2.234971969,-0.160697771,-0.030369027,0.299975576,4.022405721,1.791333223,2.432880793,5.104406616,0.732855941,5.291658468,1.914963996,2.742689914,2.045361714,4.875640373,2.422505116,-0.869485137,2.814915821,3.647328842,2.907741981,3.455136568,1.095633728,2.086466052,0.776105917,3.945113372,0.697356718,-1.535754952,3.676147657,4.866061875,-0.10471466,2.625557053,1.330242906,6.440500517,3.830958887,0.937573662,-1.544510397,3.965395454,0.671433259,3.60606634,-0.481777223,4.63997104,5.70598955,-0.916272505,-1.51397345,1.508527113,6.339306944,2.218100501,-0.373113448,6.816306703,2.562990027,1.721952133,5.765622486,1.425724248,4.302120075,3.454899151,7.423095678,1.999228344,-0.110952154,2.621633383,-0.812663985,-1.636193873,-1.339754513,1.009074612,-0.397066524,-0.727448913,1.109753632,-0.12175872,5.958408266,3.731317756,-1.651913381,3.521588677,-0.173793728,5.339733279,7.011419666,7.087140747,6.155512809,5.263080274,4.580866065,7.112290301
184,2.13714837,2.650006642,-1.277674108,0.231463357,2.703587,0.117666759,0.507064437,0.598183168,4.816113787,2.303609878,3.065138765,5.909841926,0.994556265,6.11452145,2.376993818,3.505786355,2.646778523,5.690210486,3.114608928,-0.501684143,3.506206928,4.401225613,3.680150912,4.140603258,1.345267046,2.384761865,1.320375268,4.648974216,1.174143326,-1.109120577,4.351345428,5.682755521,0.485391775,3.245012117,1.785628811,7.351397928,4.571310516,1.50875955,-0.955480411,4.688864234,1.005859518,4.096839344,-0.017053017,5.434878463,6.521437447,-0.295957854,-1.02649957,1.868489161,7.176480192,2.881553751,0.03419382,7.796642514,2.885549836,2.346154021,6.67834224,2.003647835,4.945763307,4.135327153,8.443034391,2.605358404,0.490349528,3.424424636,-0.187447686,-1.21849963,-1.096463877,1.602269509,-0.111424219,-0.197415952,1.677189556,0.254714275,6.824742051,4.418493881,-0.928036706,4.210197164,0.485411013,6.247521517,7.987042974,8.038640772,7.018260232,6.045198477,5.373335068,8.051003667
185,2.742035036,3.217892235,-0.813585069,0.75462412,3.164052093,0.374076789,1.01257531,0.888792738,5.663656681,2.820733751,3.732552653,6.7529529,1.200731648,6.948085305,2.878892814,4.30733326,3.232954963,6.551699851,3.822397658,-0.153841003,4.229822361,5.160515836,4.371662294,4.914987748,1.607853715,2.711084704,1.817905035,5.378970866,1.658511025,-0.638784836,5.092251515,6.568540489,1.039806204,3.878124799,2.26837002,8.370052853,5.38674647,2.054838353,-0.392260415,5.444075043,1.328809754,4.622489562,0.443419863,6.286337364,7.423976357,0.344245655,-0.518559414,2.258420888,8.08021652,3.478910273,0.430447034,8.887115384,3.202609627,2.997430592,7.573841728,2.610390336,5.59999269,4.852828918,9.512413754,3.216341389,1.085340377,3.986506333,0.410754334,-0.75886021,-0.835296121,2.100740415,0.15876817,0.324425261,2.277994795,0.661568808,7.715442366,5.131579906,-0.196489705,4.957441165,1.151852254,7.194892885,9.068435235,9.062021929,7.928838078,6.883368318,6.223751108,9.074895285
186,3.307969978,3.762670987,-0.319556137,1.24398098,3.644148866,0.557344699,1.484518016,1.078701828,6.566360996,3.322232232,4.405784422,7.642386085,1.30550177,7.838226064,3.319046204,5.152881776,3.797191029,7.453366348,4.506954253,0.134817259,5.075323301,5.870582558,5.072662949,5.779225151,1.826733656,3.014825441,2.286772975,6.099921054,2.167809796,-0.137800426,5.830447186,7.505566689,1.563943295,4.486749494,2.770085859,9.492523034,6.242842901,2.586963166,0.23659349,6.241402169,1.560392699,5.162343869,0.887583458,7.182232103,8.480891956,0.979455439,0.034261696,2.543207354,9.084473729,4.03899402,0.831770676,10.09890281,3.508029592,3.403061873,8.527200318,3.237948122,6.28651677,5.597979866,10.65863742,3.8300051,1.655214705,4.562594613,1.035121853,-0.267646143,-0.598848624,2.496427784,0.361223219,0.877326516,2.935040263,1.07478132,8.676078443,5.899355279,0.591095878,5.727154903,1.727340502,8.085586477,10.25537858,10.1787235,8.90339614,7.828364201,7.116688375,10.19268499
187,3.899861122,4.338611831,0.235305074,1.721554967,4.118840546,0.689415232,1.931075732,1.155566454,7.514293849,3.824367673,5.087982271,8.648105635,1.32749905,8.87247389,3.69689572,6.058544883,4.38505273,8.508026003,5.221235775,0.367585357,5.84766983,6.525746073,5.776864942,6.789494172,2.027345502,3.298272173,2.709232389,6.84903577,2.676192896,0.41728635,6.646089922,8.585659145,2.07920982,5.125737388,3.307524601,10.68234024,7.087560445,3.16532701,0.893264993,7.155058893,1.730468652,5.710481353,1.317660173,8.190340434,9.667749731,1.576630078,0.649206016,2.79844927,10.18008764,4.567893962,1.266161354,11.40203233,3.864933916,3.978081441,9.629282678,3.833198653,7.095152317,6.407290725,11.9503602,4.46102679,2.214810879,5.249780655,1.686541469,0.278590499,-0.358377052,2.852366142,0.524764962,1.406213922,3.569997636,1.484957578,9.745108923,6.676877028,1.52760936,6.558407442,2.313474345,9.134550842,11.53721337,11.38850781,9.966505747,8.873240023,8.121348147,11.36465292
188,4.40197306,4.872472275,0.800210117,2.125849656,4.575386166,0.769602508,2.329664585,1.098741102,8.445329455,4.344597946,5.771966044,9.642229453,1.264022094,9.884914454,4.106844918,6.893475745,4.902734191,9.556703256,5.866659218,0.538732524,6.526731443,7.126498145,6.437981161,7.768220705,2.229034743,3.528132943,3.106575788,7.609439016,3.132118035,0.971849002,7.473264602,9.660270489,2.518958792,5.665972905,3.827993539,11.91350839,7.95575065,3.705876322,1.566082377,8.048661666,1.814207368,6.301901011,1.72314638,9.197693437,10.9376415,2.151981762,1.261263226,2.939506953,11.3088027,5.092044439,1.67147094,12.74277352,4.191538814,4.307921702,10.70567779,4.363111651,7.876838171,7.228857559,13.21907816,5.077244685,2.825112242,5.985663117,2.257846388,0.835896249,-0.144885506,3.195238316,0.645353569,1.905131988,4.140779206,1.835817272,10.80590499,7.469900471,2.366331831,7.410608609,2.850802941,10.17077098,12.84069501,12.59171699,11.01617599,9.982513567,9.124106458,12.50816994
189,4.856539474,5.31603099,1.383991841,2.438751042,4.971166762,0.778781904,2.652742674,0.897442985,9.324210928,4.803161418,6.396626741,10.57688367,1.116268942,10.84337989,4.427178943,7.69017978,5.311678287,10.54016323,6.461573885,0.624929086,7.086102419,7.6345394,7.052796794,8.681922693,2.421167332,3.66401381,3.433399584,8.240890338,3.498304134,1.539892838,8.274420099,10.65225984,2.86164994,6.109187436,4.292157068,13.09874542,8.784744645,4.185355403,2.248103611,8.894131711,1.794900796,6.827653039,2.081166566,10.16979252,12.21971696,2.597345137,1.909909287,2.984142412,12.37732966,5.537015582,2.036119151,14.04929043,4.56149131,4.566403905,11.69779777,4.832317467,8.637879334,8.007111368,14.4023416,5.660993134,3.410183308,6.801857041,2.821777833,1.410019124,0.026104537,3.41327818,0.716714277,2.414998115,4.667095174,2.168135461,11.81196766,8.181054501,3.304760768,8.19457542,3.341683234,11.21466523,14.0831063,13.72621991,12.00439003,11.08243005,10.07200461,13.55739412
190,5.238053467,5.656659781,1.980718839,2.642849791,5.263545346,0.713000468,2.878146119,0.507785469,10.10609982,5.088394831,6.938165595,11.3896849,0.85812239,11.6767048,4.714990471,8.44711304,5.627120798,11.37869706,7.008225712,0.617810209,7.438785667,7.987961889,7.555453303,9.54089471,2.578253716,3.627380184,3.671418456,8.793114232,3.771501818,2.095559768,8.9766575,11.49362896,3.080124606,6.47690823,4.70938249,14.2026644,9.441354166,4.65223567,2.859443588,9.631929269,1.63322722,7.330495133,2.374257849,11.04964686,13.39922282,2.976198715,2.540463132,2.857358615,13.37976863,5.863726199,2.349995626,15.23560498,4.93881847,4.689833502,12.53460454,5.231068275,9.315832741,8.699201071,15.39756254,6.160553945,3.940088674,7.530864649,3.335380134,1.986646561,0.198957259,3.501008388,0.715095574,2.840779529,5.118812835,2.490398972,12.71601748,8.765342113,4.177869271,8.895484628,3.715445868,12.19831134,15.19176195,14.70881747,12.88871812,12.17387215,10.90748326,14.42561097
191,5.493789123,5.777181221,2.534776264,2.738442974,5.406270338,0.577970197,3.014695422,-0.023617129,10.6649662,5.208079618,7.306722531,11.9551876,0.521631884,12.24925525,4.851590867,9.047503849,5.742903125,11.95937313,7.392264855,0.505510315,7.644893955,8.162375432,7.846674844,10.17595603,2.683861633,3.48571302,3.814190102,9.142643718,3.890972412,2.604852815,9.510840681,12.08485466,3.184262632,6.68786181,5.013026801,15.05433846,9.864771514,4.962313577,3.451598143,10.1774369,1.367953323,7.674281723,2.609044785,11.67829696,14.3467984,3.223774975,3.126643046,2.595680747,14.16753195,6.07318793,2.541487228,16.13923455,5.235681622,4.700211994,13.06979676,5.513653755,9.792016241,9.212312655,16.0445135,6.491564825,4.39767352,7.929105102,3.793418606,2.522323767,0.331017509,3.530760126,0.673754903,3.178482726,5.458017755,2.744325983,13.34744841,9.162305574,4.942949818,9.421940508,4.027201528,12.89023512,16.01101369,15.38719001,13.49903967,13.08308334,11.51738107,15.00593757
192,5.60161483,5.783679066,3.038522758,2.749433239,5.435533014,0.363170247,3.058045069,-0.728632254,11.00577555,5.232544446,7.508236782,12.22716147,0.083279922,12.52804321,4.87399742,9.493072099,5.691718398,12.2062128,7.592117656,0.300592443,7.822055677,8.1868432,8.021798277,10.53764733,2.699650389,3.22191047,3.870017327,9.304048839,3.903118946,3.053859947,9.789875312,12.34802008,3.19925332,6.816755297,5.185237546,15.60970235,10.03796757,5.136998358,4.004330062,10.492783,0.977404224,7.829214107,2.756154146,12.02221809,15.02755638,3.359663907,3.67604925,2.19916211,14.73285001,6.168622846,2.621754733,16.70935649,5.433738541,4.611012704,13.29519078,5.685045967,10.02900939,9.528910319,16.30884116,6.662522138,4.770231981,8.282630146,4.2123324,3.001001568,0.443759717,3.380474144,0.573598925,3.517226548,5.693869164,2.964154391,13.69143503,9.343244173,5.692536644,9.731433375,4.176908691,13.14857558,16.50109636,15.74159576,13.80743913,13.79608124,11.84389461,15.26840617
193,5.537442852,5.624987583,3.489640857,2.674406771,5.288482455,0.103978751,3.00465895,-1.566418706,11.09094951,5.185350691,7.529991673,12.20532575,-0.378983973,12.51414464,4.78924291,9.759088597,5.460697243,12.13645133,7.633595915,0.062916761,7.779473152,8.030156026,8.008563776,10.66330016,2.609783801,2.84099049,3.829289309,9.240610922,3.701138294,3.444622578,9.808535248,12.29596359,3.110282444,6.789242547,5.235333734,15.8526994,9.953901617,5.204707938,4.58156338,10.57986509,0.520278468,7.734412947,2.834613722,12.10472325,15.34674094,3.36795563,4.179625089,1.738602769,15.0442891,6.044996344,2.575309034,16.91526804,5.551040234,4.367510345,13.20465491,5.704521037,10.04765354,9.637089089,16.21300995,6.649980163,5.020271462,8.437267922,4.612024752,3.425276239,0.551136694,3.153441792,0.436048904,3.69544622,5.811367701,3.106718876,13.71939653,9.276980814,6.382665971,9.814584187,4.173557872,13.06139352,16.64488446,15.74239489,13.7848646,14.28615227,11.88476406,15.18452094
194,5.326278907,5.295668874,3.836910318,2.526430848,4.99315393,-0.182514966,2.907091764,-2.463378244,10.92264331,5.08505562,7.368789838,11.86004227,-0.875396564,12.16471603,4.638185693,9.69583477,5.028502668,11.73509973,7.41235202,-0.200556638,7.599289994,7.723548372,7.803756982,10.42250219,2.428549625,2.407932705,3.75971538,8.989243454,3.405929609,3.739906788,9.563988758,11.91344183,2.944448436,6.55564139,5.119032528,15.76204769,9.602144707,5.070828917,5.074303538,10.40377665,0.022776736,7.433472338,2.870300336,11.85225064,15.29052713,3.279299998,4.579674076,1.207495325,15.04641068,5.776099222,2.430559342,16.75417819,5.509241926,3.959052188,12.78619579,5.558087173,9.791999355,9.513182372,15.7510426,6.486855076,5.17144805,8.449730191,4.933631488,3.751560388,0.603192186,2.994192233,0.27241388,3.819943721,5.753016194,3.142376185,13.40725902,8.969170976,6.90523733,9.661477619,4.091107962,12.57474814,16.43029646,15.38081904,13.41097649,14.45413244,11.60971213,14.73622745
195,4.973581931,4.786619265,4.059107935,2.300214694,4.572267256,-0.448107506,2.734658467,-3.312745108,10.4239369,4.855309837,7.00572724,11.14435954,-1.33144832,11.41849091,4.415220615,9.375562883,4.467138344,10.93666126,7.003908612,-0.426369396,7.066411734,7.246042156,7.359935436,9.84639407,2.190010061,1.893770477,3.613147191,8.433911811,3.014097103,3.916688318,9.011599631,11.14359614,2.678568653,6.174769473,4.850118409,15.27950387,8.978501293,4.745792943,5.411453958,9.869329045,-0.474129385,6.917945691,2.846371119,11.27622103,14.73267495,2.987707273,4.839613291,0.631906205,14.64216952,5.263614122,2.214456285,16.15891348,5.343007626,3.481521905,11.91426357,5.221903649,9.237107315,9.094997959,14.82230162,6.148699256,5.157345807,8.20566423,5.183316162,3.958536537,0.641084888,2.778111429,0.131930848,3.83089364,5.538225174,3.093235486,12.70843238,8.397567883,7.215487795,9.204209698,3.90196118,11.73070287,15.77154205,14.58927375,12.6718554,14.26565458,10.97713107,13.89051289
196,4.47534438,4.077614306,4.131743688,2.020059611,3.909445416,-0.732061634,2.49681033,-4.078392259,9.53314774,4.343765302,6.425544806,10.0593609,-1.777996137,10.32088696,4.045079623,8.77790188,3.824356445,9.743074513,6.366608364,-0.649952442,6.30688414,6.558282806,6.663399126,8.980030765,1.815096647,1.311230854,3.368295023,7.56800172,2.479795742,3.955363374,8.106280607,9.959738032,2.351153555,5.566919379,4.422708976,14.29726723,8.019000425,4.269550256,5.57378445,8.983038859,-0.978660824,6.147972606,2.744228902,10.34477062,13.57308646,2.6496215,4.934011404,-0.005756348,13.76268054,4.555095823,1.931949431,15.02423196,4.944193909,2.879843178,10.63419486,4.705235399,8.344173962,8.336019936,13.43278618,5.628908334,4.988803499,7.690486555,5.3284462,4.020487515,0.62474878,2.519579658,-0.039642341,3.738198188,5.136777775,2.933934257,11.58673894,7.55081226,7.276142997,8.402826839,3.583660647,10.62814971,14.59446733,13.30461627,11.51060228,13.57174054,9.977312209,12.57146821
197,3.797243446,3.221657601,4.031112305,1.704085134,3.042243552,-1.016644774,2.190514088,-4.733782897,8.222121181,3.539799813,5.589475627,8.614122628,-2.194208979,8.8784579,3.413725298,7.831955568,3.078532729,8.197491359,5.456882945,-0.853070754,5.309406463,5.672857978,5.719907019,7.793129626,1.336588661,0.719789432,3.004547442,6.32840704,1.867384741,3.839540049,6.861154169,8.4106591,1.985546653,4.760918462,3.82298801,12.74301315,6.761401485,3.6207013,5.547777677,7.72292265,-1.466368335,5.144423356,2.550595127,9.016489065,11.78764045,2.217348197,4.841931276,-0.678028062,12.34244297,3.702857876,1.58706594,13.29543459,4.246582673,2.219425263,8.968834614,3.962765514,7.105960371,7.207733532,11.57716415,4.887918355,4.661409864,6.820536374,5.335420699,3.917516853,0.53162112,2.178842647,-0.21100135,3.511564409,4.528272859,2.6052792,10.02989266,6.397861938,7.068412158,7.226625396,3.153568271,9.206033483,12.85195206,11.50813941,9.916138138,12.31633077,8.609403093,10.78606503
198,2.950416386,2.247781034,3.809824042,1.352609449,2.022458448,-1.29950781,1.803451177,-5.274516646,6.586129948,2.568253066,4.539776386,6.846936118,-2.579363272,7.110528926,2.626495898,6.60864293,2.232042725,6.276989138,4.34608301,-1.048673334,4.133703311,4.626492658,4.584844158,6.343001647,0.765089845,0.116618262,2.50005059,4.864101505,1.200602315,3.615601189,5.296319527,6.481212494,1.582114655,3.836645661,3.068820459,10.67487452,5.243930703,2.846976129,5.397213903,6.127625412,-1.93950389,3.906542568,2.260753861,7.363564294,9.49013521,1.7421434,4.621613951,-1.337953706,10.3893505,2.764849318,1.158459828,11.04009252,3.303012282,1.484531173,6.92121684,3.055310699,5.52690469,5.784340623,9.273726872,3.949165741,4.216630804,5.721949028,5.195016487,3.698881208,0.391204459,1.639301676,-0.400875487,3.225309354,3.717125356,2.167627951,8.077223509,4.982333737,6.704190335,5.752791783,2.630797441,7.520610846,10.60745257,9.271210169,7.947885468,10.4962711,6.924594375,8.623682569
199,2.003698207,1.200553529,3.518004594,0.941986556,0.902927616,-1.551498085,1.332974626,-5.677596223,4.803057,1.518676115,3.362705258,4.908822638,-2.874511526,5.143865203,1.733425755,5.165157982,1.31119959,4.209410762,3.158620038,-1.217545012,2.854476886,3.472168324,3.307983383,4.709126686,0.120036322,-0.453348688,1.892182826,3.229694033,0.461144023,3.327123678,3.592821595,4.425274702,1.108209771,2.826802074,2.237445685,8.308869715,3.65825755,2.022017127,5.146579727,4.364683991,-2.357030871,2.582005859,1.895775357,5.526564026,6.919814224,1.202688088,4.316306681,-1.952703705,8.101336658,1.7417412,0.677543207,8.480232238,2.271040497,0.709208612,4.653267632,2.041466874,3.808067418,4.20419584,6.748229084,2.891177931,3.738744123,4.369812335,4.936276262,3.414443197,0.229637621,0.945323517,-0.59900478,2.841425955,2.779667507,1.667213379,5.91273514,3.409231914,6.212990672,4.101369878,1.978271509,5.629821588,8.086004421,6.827853006,5.801892042,8.311087124,5.076731711,6.274746822
